NombreUnico,Tipo,Ocasión,Color,Talla,Suela,Marca,Temporadas
706461,deportivo,fiesta,dorado,25,plana,Adidas,Invierno
109188,deportivo,fiesta,dorado,25,tacón,Nike,Primavera
549253,deportivo,fiesta,dorado,25,tacón,Nike,Verano
976675,deportivo,fiesta,dorado,25,tacón,Nike,Otoño
586799,deportivo,fiesta,dorado,25,tacón,Nike,Invierno
966956,deportivo,fiesta,dorado,25,tacón,Prada,Primavera
282509,deportivo,fiesta,dorado,25,tacón,Prada,Verano
319914,deportivo,fiesta,dorado,25,tacón,Prada,Otoño
261752,deportivo,fiesta,dorado,25,tacón,Prada,Invierno
350353,deportivo,fiesta,dorado,25,tacón,Adidas,Primavera
902926,deportivo,fiesta,dorado,25,tacón,Adidas,Verano
261695,deportivo,fiesta,dorado,25,tacón,Adidas,Otoño
466527,deportivo,fiesta,dorado,25,tacón,Adidas,Invierno
239651,deportivo,fiesta,dorado,26,goma,Nike,Primavera
368952,deportivo,fiesta,dorado,26,goma,Nike,Verano
663799,deportivo,fiesta,dorado,26,goma,Nike,Otoño
447875,deportivo,fiesta,dorado,26,goma,Nike,Invierno
510962,deportivo,fiesta,dorado,26,goma,Prada,Primavera
829541,deportivo,fiesta,dorado,26,goma,Prada,Verano
161270,deportivo,fiesta,dorado,26,goma,Prada,Otoño
851653,deportivo,fiesta,dorado,26,goma,Prada,Invierno
955677,deportivo,fiesta,dorado,26,goma,Adidas,Primavera
771139,deportivo,fiesta,dorado,26,goma,Adidas,Verano
151893,deportivo,fiesta,dorado,26,goma,Adidas,Otoño
176526,deportivo,fiesta,dorado,26,goma,Adidas,Invierno
943566,deportivo,fiesta,dorado,26,cuero,Nike,Primavera
856549,deportivo,fiesta,dorado,26,cuero,Nike,Verano
546403,deportivo,fiesta,dorado,26,cuero,Nike,Otoño
988417,deportivo,fiesta,dorado,26,cuero,Nike,Invierno
478453,deportivo,fiesta,dorado,26,cuero,Prada,Primavera
234165,deportivo,fiesta,dorado,26,cuero,Prada,Verano
985728,deportivo,fiesta,dorado,26,cuero,Prada,Otoño
502217,deportivo,fiesta,dorado,26,cuero,Prada,Invierno
734588,deportivo,fiesta,dorado,26,cuero,Adidas,Primavera
571146,deportivo,fiesta,dorado,26,cuero,Adidas,Verano
598603,deportivo,fiesta,dorado,26,cuero,Adidas,Otoño
348823,deportivo,fiesta,dorado,26,cuero,Adidas,Invierno
931599,deportivo,fiesta,dorado,26,curva,Nike,Primavera
345819,deportivo,fiesta,dorado,26,curva,Nike,Verano
402357,deportivo,fiesta,dorado,26,curva,Nike,Otoño
391733,deportivo,fiesta,dorado,26,curva,Nike,Invierno
588561,deportivo,fiesta,dorado,26,curva,Prada,Primavera
179529,deportivo,fiesta,dorado,26,curva,Prada,Verano
259907,deportivo,fiesta,dorado,26,curva,Prada,Otoño
896364,deportivo,fiesta,dorado,26,curva,Prada,Invierno
786077,deportivo,fiesta,dorado,26,curva,Adidas,Primavera
215209,deportivo,fiesta,dorado,26,curva,Adidas,Verano
829796,deportivo,fiesta,dorado,26,curva,Adidas,Otoño
719410,deportivo,fiesta,dorado,26,curva,Adidas,Invierno
575111,deportivo,fiesta,dorado,26,plana,Nike,Primavera
410592,deportivo,fiesta,dorado,26,plana,Nike,Verano
308411,deportivo,fiesta,dorado,26,plana,Nike,Otoño
956223,deportivo,fiesta,dorado,26,plana,Nike,Invierno
418929,deportivo,fiesta,dorado,26,plana,Prada,Primavera
523420,deportivo,fiesta,dorado,26,plana,Prada,Verano
532011,deportivo,fiesta,dorado,26,plana,Prada,Otoño
734602,deportivo,fiesta,dorado,26,plana,Prada,Invierno
200458,deportivo,fiesta,dorado,26,plana,Adidas,Primavera
456264,deportivo,fiesta,dorado,26,plana,Adidas,Verano
588109,deportivo,fiesta,dorado,26,plana,Adidas,Otoño
505206,deportivo,fiesta,dorado,26,plana,Adidas,Invierno
612319,deportivo,fiesta,dorado,26,tacón,Nike,Primavera
518579,deportivo,fiesta,dorado,26,tacón,Nike,Verano
618262,deportivo,fiesta,dorado,26,tacón,Nike,Otoño
264515,deportivo,fiesta,dorado,26,tacón,Nike,Invierno
667605,deportivo,fiesta,dorado,26,tacón,Prada,Primavera
600179,deportivo,fiesta,dorado,26,tacón,Prada,Verano
842423,deportivo,fiesta,dorado,26,tacón,Prada,Otoño
833280,deportivo,fiesta,dorado,26,tacón,Prada,Invierno
156990,deportivo,fiesta,dorado,26,tacón,Adidas,Primavera
723951,deportivo,fiesta,dorado,26,tacón,Adidas,Verano
960465,deportivo,fiesta,dorado,26,tacón,Adidas,Otoño
611559,deportivo,fiesta,dorado,26,tacón,Adidas,Invierno
559321,deportivo,fiesta,dorado,27,goma,Nike,Primavera
808936,deportivo,fiesta,dorado,27,goma,Nike,Verano
645250,deportivo,fiesta,dorado,27,goma,Nike,Otoño
754519,deportivo,fiesta,dorado,27,goma,Nike,Invierno
417904,deportivo,fiesta,dorado,27,goma,Prada,Primavera
418279,deportivo,fiesta,dorado,27,goma,Prada,Verano
341960,deportivo,fiesta,dorado,27,goma,Prada,Otoño
639341,deportivo,fiesta,dorado,27,goma,Prada,Invierno
961018,deportivo,fiesta,dorado,27,goma,Adidas,Primavera
965086,deportivo,fiesta,dorado,27,goma,Adidas,Verano
995841,deportivo,fiesta,dorado,27,goma,Adidas,Otoño
726284,deportivo,fiesta,dorado,27,goma,Adidas,Invierno
281806,deportivo,fiesta,dorado,27,cuero,Nike,Primavera
125887,deportivo,fiesta,dorado,27,cuero,Nike,Verano
264745,deportivo,fiesta,dorado,27,cuero,Nike,Otoño
732596,deportivo,fiesta,dorado,27,cuero,Nike,Invierno
534520,deportivo,fiesta,dorado,27,cuero,Prada,Primavera
599590,deportivo,fiesta,dorado,27,cuero,Prada,Verano
591041,deportivo,fiesta,dorado,27,cuero,Prada,Otoño
131215,deportivo,fiesta,dorado,27,cuero,Prada,Invierno
779258,deportivo,fiesta,dorado,27,cuero,Adidas,Primavera
594085,deportivo,fiesta,dorado,27,cuero,Adidas,Verano
466149,deportivo,fiesta,dorado,27,cuero,Adidas,Otoño
300074,deportivo,fiesta,dorado,27,cuero,Adidas,Invierno
648187,deportivo,fiesta,dorado,27,curva,Nike,Primavera
485747,deportivo,fiesta,dorado,27,curva,Nike,Verano
610010,deportivo,fiesta,dorado,27,curva,Nike,Otoño
780677,deportivo,fiesta,dorado,27,curva,Nike,Invierno
278248,deportivo,fiesta,dorado,27,curva,Prada,Primavera
545132,deportivo,fiesta,dorado,27,curva,Prada,Verano
122364,deportivo,fiesta,dorado,27,curva,Prada,Otoño
245089,deportivo,fiesta,dorado,27,curva,Prada,Invierno
650866,deportivo,fiesta,dorado,27,curva,Adidas,Primavera
680604,deportivo,fiesta,dorado,27,curva,Adidas,Verano
483965,deportivo,fiesta,dorado,27,curva,Adidas,Otoño
989673,deportivo,fiesta,dorado,27,curva,Adidas,Invierno
470677,deportivo,fiesta,dorado,27,plana,Nike,Primavera
226415,deportivo,fiesta,dorado,27,plana,Nike,Verano
108189,deportivo,fiesta,dorado,27,plana,Nike,Otoño
950086,deportivo,fiesta,dorado,27,plana,Nike,Invierno
913198,deportivo,fiesta,dorado,27,plana,Prada,Primavera
458771,deportivo,fiesta,dorado,27,plana,Prada,Verano
315888,deportivo,fiesta,dorado,27,plana,Prada,Otoño
451183,deportivo,fiesta,dorado,27,plana,Prada,Invierno
165342,deportivo,fiesta,dorado,27,plana,Adidas,Primavera
143693,deportivo,fiesta,dorado,27,plana,Adidas,Verano
644965,deportivo,fiesta,dorado,27,plana,Adidas,Otoño
700430,deportivo,fiesta,dorado,27,plana,Adidas,Invierno
464756,deportivo,fiesta,dorado,27,tacón,Nike,Primavera
647312,deportivo,fiesta,dorado,27,tacón,Nike,Verano
288327,deportivo,fiesta,dorado,27,tacón,Nike,Otoño
557175,deportivo,fiesta,dorado,27,tacón,Nike,Invierno
415967,deportivo,fiesta,dorado,27,tacón,Prada,Primavera
654440,deportivo,fiesta,dorado,27,tacón,Prada,Verano
339492,deportivo,fiesta,dorado,27,tacón,Prada,Otoño
758498,deportivo,fiesta,dorado,27,tacón,Prada,Invierno
308127,deportivo,fiesta,dorado,27,tacón,Adidas,Primavera
262491,deportivo,fiesta,dorado,27,tacón,Adidas,Verano
977525,deportivo,fiesta,dorado,27,tacón,Adidas,Otoño
503895,deportivo,fiesta,dorado,27,tacón,Adidas,Invierno
429873,deportivo,fiesta,dorado,28,goma,Nike,Primavera
931024,deportivo,fiesta,dorado,28,goma,Nike,Verano
325252,deportivo,fiesta,dorado,28,goma,Nike,Otoño
955430,deportivo,fiesta,dorado,28,goma,Nike,Invierno
882493,deportivo,fiesta,dorado,28,goma,Prada,Primavera
593362,deportivo,fiesta,dorado,28,goma,Prada,Verano
100280,deportivo,fiesta,dorado,28,goma,Prada,Otoño
316264,deportivo,fiesta,dorado,28,goma,Prada,Invierno
664478,deportivo,fiesta,dorado,28,goma,Adidas,Primavera
697898,deportivo,fiesta,dorado,28,goma,Adidas,Verano
947615,deportivo,fiesta,dorado,28,goma,Adidas,Otoño
781898,deportivo,fiesta,dorado,28,goma,Adidas,Invierno
964766,deportivo,fiesta,dorado,28,cuero,Nike,Primavera
139616,deportivo,fiesta,dorado,28,cuero,Nike,Verano
283672,deportivo,fiesta,dorado,28,cuero,Nike,Otoño
938928,deportivo,fiesta,dorado,28,cuero,Nike,Invierno
533598,deportivo,fiesta,dorado,28,cuero,Prada,Primavera
431801,deportivo,fiesta,dorado,28,cuero,Prada,Verano
718159,deportivo,fiesta,dorado,28,cuero,Prada,Otoño
165537,deportivo,fiesta,dorado,28,cuero,Prada,Invierno
479215,deportivo,fiesta,dorado,28,cuero,Adidas,Primavera
878410,deportivo,fiesta,dorado,28,cuero,Adidas,Verano
701710,deportivo,fiesta,dorado,28,cuero,Adidas,Otoño
437816,deportivo,fiesta,dorado,28,cuero,Adidas,Invierno
869872,deportivo,fiesta,dorado,28,curva,Nike,Primavera
648863,deportivo,fiesta,dorado,28,curva,Nike,Verano
681586,deportivo,fiesta,dorado,28,curva,Nike,Otoño
313117,deportivo,fiesta,dorado,28,curva,Nike,Invierno
876762,deportivo,fiesta,dorado,28,curva,Prada,Primavera
654336,deportivo,fiesta,dorado,28,curva,Prada,Verano
929654,deportivo,fiesta,dorado,28,curva,Prada,Otoño
128338,deportivo,fiesta,dorado,28,curva,Prada,Invierno
132346,deportivo,fiesta,dorado,28,curva,Adidas,Primavera
935254,deportivo,fiesta,dorado,28,curva,Adidas,Verano
614804,deportivo,fiesta,dorado,28,curva,Adidas,Otoño
522104,deportivo,fiesta,dorado,28,curva,Adidas,Invierno
237106,deportivo,fiesta,dorado,28,plana,Nike,Primavera
804444,deportivo,fiesta,dorado,28,plana,Nike,Verano
866760,deportivo,fiesta,dorado,28,plana,Nike,Otoño
189608,deportivo,fiesta,dorado,28,plana,Nike,Invierno
484691,deportivo,fiesta,dorado,28,plana,Prada,Primavera
770904,deportivo,fiesta,dorado,28,plana,Prada,Verano
890587,deportivo,fiesta,dorado,28,plana,Prada,Otoño
699080,deportivo,fiesta,dorado,28,plana,Prada,Invierno
764849,deportivo,fiesta,dorado,28,plana,Adidas,Primavera
625441,deportivo,fiesta,dorado,28,plana,Adidas,Verano
582895,deportivo,fiesta,dorado,28,plana,Adidas,Otoño
660474,deportivo,fiesta,dorado,28,plana,Adidas,Invierno
454905,deportivo,fiesta,dorado,28,tacón,Nike,Primavera
207706,deportivo,fiesta,dorado,28,tacón,Nike,Verano
712778,deportivo,fiesta,dorado,28,tacón,Nike,Otoño
596138,deportivo,fiesta,dorado,28,tacón,Nike,Invierno
915434,deportivo,fiesta,dorado,28,tacón,Prada,Primavera
712601,deportivo,fiesta,dorado,28,tacón,Prada,Verano
722770,deportivo,fiesta,dorado,28,tacón,Prada,Otoño
293446,deportivo,fiesta,dorado,28,tacón,Prada,Invierno
523850,deportivo,fiesta,dorado,28,tacón,Adidas,Primavera
288292,deportivo,fiesta,dorado,28,tacón,Adidas,Verano
549862,deportivo,fiesta,dorado,28,tacón,Adidas,Otoño
960518,deportivo,fiesta,dorado,28,tacón,Adidas,Invierno
383022,deportivo,fiesta,dorado,29,goma,Nike,Primavera
601339,deportivo,fiesta,dorado,29,goma,Nike,Verano
734157,deportivo,fiesta,dorado,29,goma,Nike,Otoño
750935,deportivo,fiesta,dorado,29,goma,Nike,Invierno
530185,deportivo,fiesta,dorado,29,goma,Prada,Primavera
456859,deportivo,fiesta,dorado,29,goma,Prada,Verano
896939,deportivo,fiesta,dorado,29,goma,Prada,Otoño
452001,deportivo,fiesta,dorado,29,goma,Prada,Invierno
635901,deportivo,fiesta,dorado,29,goma,Adidas,Primavera
466903,deportivo,fiesta,dorado,29,goma,Adidas,Verano
792984,deportivo,fiesta,dorado,29,goma,Adidas,Otoño
343366,deportivo,fiesta,dorado,29,goma,Adidas,Invierno
963651,deportivo,fiesta,dorado,29,cuero,Nike,Primavera
349438,deportivo,fiesta,dorado,29,cuero,Nike,Verano
318977,deportivo,fiesta,dorado,29,cuero,Nike,Otoño
693234,deportivo,fiesta,dorado,29,cuero,Nike,Invierno
960544,deportivo,fiesta,dorado,29,cuero,Prada,Primavera
435351,deportivo,fiesta,dorado,29,cuero,Prada,Verano
407644,deportivo,fiesta,dorado,29,cuero,Prada,Otoño
330610,deportivo,fiesta,dorado,29,cuero,Prada,Invierno
745115,deportivo,fiesta,dorado,29,cuero,Adidas,Primavera
546501,deportivo,fiesta,dorado,29,cuero,Adidas,Verano
134790,deportivo,fiesta,dorado,29,cuero,Adidas,Otoño
237202,deportivo,fiesta,dorado,29,cuero,Adidas,Invierno
606272,deportivo,fiesta,dorado,29,curva,Nike,Primavera
862181,deportivo,fiesta,dorado,29,curva,Nike,Verano
614281,deportivo,fiesta,dorado,29,curva,Nike,Otoño
404728,deportivo,fiesta,dorado,29,curva,Nike,Invierno
660659,deportivo,fiesta,dorado,29,curva,Prada,Primavera
451590,deportivo,fiesta,dorado,29,curva,Prada,Verano
869468,deportivo,fiesta,dorado,29,curva,Prada,Otoño
822124,deportivo,fiesta,dorado,29,curva,Prada,Invierno
138572,deportivo,fiesta,dorado,29,curva,Adidas,Primavera
331559,deportivo,fiesta,dorado,29,curva,Adidas,Verano
943817,deportivo,fiesta,dorado,29,curva,Adidas,Otoño
976384,deportivo,fiesta,dorado,29,curva,Adidas,Invierno
238376,deportivo,fiesta,dorado,29,plana,Nike,Primavera
267488,deportivo,fiesta,dorado,29,plana,Nike,Verano
365999,deportivo,fiesta,dorado,29,plana,Nike,Otoño
808210,deportivo,fiesta,dorado,29,plana,Nike,Invierno
661405,deportivo,fiesta,dorado,29,plana,Prada,Primavera
623461,deportivo,fiesta,dorado,29,plana,Prada,Verano
940280,deportivo,fiesta,dorado,29,plana,Prada,Otoño
669155,deportivo,fiesta,dorado,29,plana,Prada,Invierno
744902,deportivo,fiesta,dorado,29,plana,Adidas,Primavera
102857,deportivo,fiesta,dorado,29,plana,Adidas,Verano
519149,deportivo,fiesta,dorado,29,plana,Adidas,Otoño
290396,deportivo,fiesta,dorado,29,plana,Adidas,Invierno
344306,deportivo,fiesta,dorado,29,tacón,Nike,Primavera
257798,deportivo,fiesta,dorado,29,tacón,Nike,Verano
703981,deportivo,fiesta,dorado,29,tacón,Nike,Otoño
116594,deportivo,fiesta,dorado,29,tacón,Nike,Invierno
946274,deportivo,fiesta,dorado,29,tacón,Prada,Primavera
460414,deportivo,fiesta,dorado,29,tacón,Prada,Verano
148908,deportivo,fiesta,dorado,29,tacón,Prada,Otoño
215559,deportivo,fiesta,dorado,29,tacón,Prada,Invierno
731471,deportivo,fiesta,dorado,29,tacón,Adidas,Primavera
452913,deportivo,fiesta,dorado,29,tacón,Adidas,Verano
613109,deportivo,fiesta,dorado,29,tacón,Adidas,Otoño
243865,deportivo,fiesta,dorado,29,tacón,Adidas,Invierno
247607,deportivo,fiesta,turquesa,24,goma,Nike,Primavera
127592,deportivo,fiesta,turquesa,24,goma,Nike,Verano
168395,deportivo,fiesta,turquesa,24,goma,Nike,Otoño
943095,deportivo,fiesta,turquesa,24,goma,Nike,Invierno
940296,deportivo,fiesta,turquesa,24,goma,Prada,Primavera
860444,deportivo,fiesta,turquesa,24,goma,Prada,Verano
279452,deportivo,fiesta,turquesa,24,goma,Prada,Otoño
264181,deportivo,fiesta,turquesa,24,goma,Prada,Invierno
664055,deportivo,fiesta,turquesa,24,goma,Adidas,Primavera
774366,deportivo,fiesta,turquesa,24,goma,Adidas,Verano
346819,deportivo,fiesta,turquesa,24,goma,Adidas,Otoño
498056,deportivo,fiesta,turquesa,24,goma,Adidas,Invierno
682508,deportivo,fiesta,turquesa,24,cuero,Nike,Primavera
465900,deportivo,fiesta,turquesa,24,cuero,Nike,Verano
933332,deportivo,fiesta,turquesa,24,cuero,Nike,Otoño
135050,deportivo,fiesta,turquesa,24,cuero,Nike,Invierno
494875,deportivo,fiesta,turquesa,24,cuero,Prada,Primavera
765043,deportivo,fiesta,turquesa,24,cuero,Prada,Verano
217649,deportivo,fiesta,turquesa,24,cuero,Prada,Otoño
297679,deportivo,fiesta,turquesa,24,cuero,Prada,Invierno
183287,deportivo,fiesta,turquesa,24,cuero,Adidas,Primavera
129848,deportivo,fiesta,turquesa,24,cuero,Adidas,Verano
345949,deportivo,fiesta,turquesa,24,cuero,Adidas,Otoño
240214,deportivo,fiesta,turquesa,24,cuero,Adidas,Invierno
382172,deportivo,fiesta,turquesa,24,curva,Nike,Primavera
567828,deportivo,fiesta,turquesa,24,curva,Nike,Verano
884999,deportivo,fiesta,turquesa,24,curva,Nike,Otoño
815758,deportivo,fiesta,turquesa,24,curva,Nike,Invierno
193921,deportivo,fiesta,turquesa,24,curva,Prada,Primavera
859625,deportivo,fiesta,turquesa,24,curva,Prada,Verano
812325,deportivo,fiesta,turquesa,24,curva,Prada,Otoño
468172,deportivo,fiesta,turquesa,24,curva,Prada,Invierno
763043,deportivo,fiesta,turquesa,24,curva,Adidas,Primavera
938227,deportivo,fiesta,turquesa,24,curva,Adidas,Verano
704659,deportivo,fiesta,turquesa,24,curva,Adidas,Otoño
603990,deportivo,fiesta,turquesa,24,curva,Adidas,Invierno
853712,deportivo,fiesta,turquesa,24,plana,Nike,Primavera
159415,deportivo,fiesta,turquesa,24,plana,Nike,Verano
530718,deportivo,fiesta,turquesa,24,plana,Nike,Otoño
857409,deportivo,fiesta,turquesa,24,plana,Nike,Invierno
846164,deportivo,fiesta,turquesa,24,plana,Prada,Primavera
259254,deportivo,fiesta,turquesa,24,plana,Prada,Verano
253241,deportivo,fiesta,turquesa,24,plana,Prada,Otoño
178714,deportivo,fiesta,turquesa,24,plana,Prada,Invierno
477572,deportivo,fiesta,turquesa,24,plana,Adidas,Primavera
697129,deportivo,fiesta,turquesa,24,plana,Adidas,Verano
920492,deportivo,fiesta,turquesa,24,plana,Adidas,Otoño
111096,deportivo,fiesta,turquesa,24,plana,Adidas,Invierno
845948,deportivo,fiesta,turquesa,24,tacón,Nike,Primavera
594694,deportivo,fiesta,turquesa,24,tacón,Nike,Verano
102523,deportivo,fiesta,turquesa,24,tacón,Nike,Otoño
906728,deportivo,fiesta,turquesa,24,tacón,Nike,Invierno
493996,deportivo,fiesta,turquesa,24,tacón,Prada,Primavera
226674,deportivo,fiesta,turquesa,24,tacón,Prada,Verano
586194,deportivo,fiesta,turquesa,24,tacón,Prada,Otoño
942617,deportivo,fiesta,turquesa,24,tacón,Prada,Invierno
761437,deportivo,fiesta,turquesa,24,tacón,Adidas,Primavera
600731,deportivo,fiesta,turquesa,24,tacón,Adidas,Verano
197042,deportivo,fiesta,turquesa,24,tacón,Adidas,Otoño
377287,deportivo,fiesta,turquesa,24,tacón,Adidas,Invierno
782133,deportivo,fiesta,turquesa,25,goma,Nike,Primavera
836403,deportivo,fiesta,turquesa,25,goma,Nike,Verano
564828,deportivo,fiesta,turquesa,25,goma,Nike,Otoño
775666,deportivo,fiesta,turquesa,25,goma,Nike,Invierno
538385,deportivo,fiesta,turquesa,25,goma,Prada,Primavera
663094,deportivo,fiesta,turquesa,25,goma,Prada,Verano
801942,deportivo,fiesta,turquesa,25,goma,Prada,Otoño
709222,deportivo,fiesta,turquesa,25,goma,Prada,Invierno
975001,deportivo,fiesta,turquesa,25,goma,Adidas,Primavera
978347,deportivo,fiesta,turquesa,25,goma,Adidas,Verano
560844,deportivo,fiesta,turquesa,25,goma,Adidas,Otoño
946750,deportivo,fiesta,turquesa,25,goma,Adidas,Invierno
145581,deportivo,fiesta,turquesa,25,cuero,Nike,Primavera
684752,deportivo,fiesta,turquesa,25,cuero,Nike,Verano
461320,deportivo,fiesta,turquesa,25,cuero,Nike,Otoño
999318,deportivo,fiesta,turquesa,25,cuero,Nike,Invierno
587256,deportivo,fiesta,turquesa,25,cuero,Prada,Primavera
826931,deportivo,fiesta,turquesa,25,cuero,Prada,Verano
711200,deportivo,fiesta,turquesa,25,cuero,Prada,Otoño
161729,deportivo,fiesta,turquesa,25,cuero,Prada,Invierno
346915,deportivo,fiesta,turquesa,25,cuero,Adidas,Primavera
320425,deportivo,fiesta,turquesa,25,cuero,Adidas,Verano
954973,deportivo,fiesta,turquesa,25,cuero,Adidas,Otoño
785865,deportivo,fiesta,turquesa,25,cuero,Adidas,Invierno
550927,deportivo,fiesta,turquesa,25,curva,Nike,Primavera
100398,deportivo,fiesta,turquesa,25,curva,Nike,Verano
790678,deportivo,fiesta,turquesa,25,curva,Nike,Otoño
338628,deportivo,fiesta,turquesa,25,curva,Nike,Invierno
960095,deportivo,fiesta,turquesa,25,curva,Prada,Primavera
109524,deportivo,fiesta,turquesa,25,curva,Prada,Verano
929869,deportivo,fiesta,turquesa,25,curva,Prada,Otoño
427601,deportivo,fiesta,turquesa,25,curva,Prada,Invierno
750223,deportivo,fiesta,turquesa,25,curva,Adidas,Primavera
114980,deportivo,fiesta,turquesa,25,curva,Adidas,Verano
811069,deportivo,fiesta,turquesa,25,curva,Adidas,Otoño
667831,deportivo,fiesta,turquesa,25,curva,Adidas,Invierno
218106,deportivo,fiesta,turquesa,25,plana,Nike,Primavera
974959,deportivo,fiesta,turquesa,25,plana,Nike,Verano
558529,deportivo,fiesta,turquesa,25,plana,Nike,Otoño
194618,deportivo,fiesta,turquesa,25,plana,Nike,Invierno
807399,deportivo,fiesta,turquesa,25,plana,Prada,Primavera
955594,deportivo,fiesta,turquesa,25,plana,Prada,Verano
962079,deportivo,fiesta,turquesa,25,plana,Prada,Otoño
322309,deportivo,fiesta,turquesa,25,plana,Prada,Invierno
625307,deportivo,fiesta,turquesa,25,plana,Adidas,Primavera
544171,deportivo,fiesta,turquesa,25,plana,Adidas,Verano
292774,deportivo,fiesta,turquesa,25,plana,Adidas,Otoño
623981,deportivo,fiesta,turquesa,25,plana,Adidas,Invierno
975869,deportivo,fiesta,turquesa,25,tacón,Nike,Primavera
380682,deportivo,fiesta,turquesa,25,tacón,Nike,Verano
957975,deportivo,fiesta,turquesa,25,tacón,Nike,Otoño
938524,deportivo,fiesta,turquesa,25,tacón,Nike,Invierno
353626,deportivo,fiesta,turquesa,25,tacón,Prada,Primavera
451516,deportivo,fiesta,turquesa,25,tacón,Prada,Verano
621765,deportivo,fiesta,turquesa,25,tacón,Prada,Otoño
726606,deportivo,fiesta,turquesa,25,tacón,Prada,Invierno
731441,deportivo,fiesta,turquesa,25,tacón,Adidas,Primavera
906029,deportivo,fiesta,turquesa,25,tacón,Adidas,Verano
267181,deportivo,fiesta,turquesa,25,tacón,Adidas,Otoño
692482,deportivo,fiesta,turquesa,25,tacón,Adidas,Invierno
442577,deportivo,fiesta,turquesa,26,goma,Nike,Primavera
380402,deportivo,fiesta,turquesa,26,goma,Nike,Verano
768944,deportivo,fiesta,turquesa,26,goma,Nike,Otoño
755601,deportivo,fiesta,turquesa,26,goma,Nike,Invierno
174363,deportivo,fiesta,turquesa,26,goma,Prada,Primavera
516996,deportivo,fiesta,turquesa,26,goma,Prada,Verano
152241,deportivo,fiesta,turquesa,26,goma,Prada,Otoño
261806,deportivo,fiesta,turquesa,26,goma,Prada,Invierno
398164,deportivo,fiesta,turquesa,26,goma,Adidas,Primavera
987456,deportivo,fiesta,turquesa,26,goma,Adidas,Verano
743787,deportivo,fiesta,turquesa,26,goma,Adidas,Otoño
367058,deportivo,fiesta,turquesa,26,goma,Adidas,Invierno
144006,deportivo,fiesta,turquesa,26,cuero,Nike,Primavera
363194,deportivo,fiesta,turquesa,26,cuero,Nike,Verano
618540,deportivo,fiesta,turquesa,26,cuero,Nike,Otoño
201025,deportivo,fiesta,turquesa,26,cuero,Nike,Invierno
970470,deportivo,fiesta,turquesa,26,cuero,Prada,Primavera
794752,deportivo,fiesta,turquesa,26,cuero,Prada,Verano
493185,deportivo,fiesta,turquesa,26,cuero,Prada,Otoño
199423,deportivo,fiesta,turquesa,26,cuero,Prada,Invierno
624860,deportivo,fiesta,turquesa,26,cuero,Adidas,Primavera
793857,deportivo,fiesta,turquesa,26,cuero,Adidas,Verano
616476,deportivo,fiesta,turquesa,26,cuero,Adidas,Otoño
434147,deportivo,fiesta,turquesa,26,cuero,Adidas,Invierno
536464,deportivo,fiesta,turquesa,26,curva,Nike,Primavera
812134,deportivo,fiesta,turquesa,26,curva,Nike,Verano
723593,deportivo,fiesta,turquesa,26,curva,Nike,Otoño
553653,deportivo,fiesta,turquesa,26,curva,Nike,Invierno
932115,deportivo,fiesta,turquesa,26,curva,Prada,Primavera
180940,deportivo,fiesta,turquesa,26,curva,Prada,Verano
527664,deportivo,fiesta,turquesa,26,curva,Prada,Otoño
960661,deportivo,fiesta,turquesa,26,curva,Prada,Invierno
381727,deportivo,fiesta,turquesa,26,curva,Adidas,Primavera
580149,deportivo,fiesta,turquesa,26,curva,Adidas,Verano
346184,deportivo,fiesta,turquesa,26,curva,Adidas,Otoño
553671,deportivo,fiesta,turquesa,26,curva,Adidas,Invierno
684384,deportivo,fiesta,turquesa,26,plana,Nike,Primavera
714739,deportivo,fiesta,turquesa,26,plana,Nike,Verano
232033,deportivo,fiesta,turquesa,26,plana,Nike,Otoño
998764,deportivo,fiesta,turquesa,26,plana,Nike,Invierno
137277,deportivo,fiesta,turquesa,26,plana,Prada,Primavera
731176,deportivo,fiesta,turquesa,26,plana,Prada,Verano
287558,deportivo,fiesta,turquesa,26,plana,Prada,Otoño
735567,deportivo,fiesta,turquesa,26,plana,Prada,Invierno
227529,deportivo,fiesta,turquesa,26,plana,Adidas,Primavera
437782,deportivo,fiesta,turquesa,26,plana,Adidas,Verano
405549,deportivo,fiesta,turquesa,26,plana,Adidas,Otoño
314400,deportivo,fiesta,turquesa,26,plana,Adidas,Invierno
263285,deportivo,fiesta,turquesa,26,tacón,Nike,Primavera
672522,deportivo,fiesta,turquesa,26,tacón,Nike,Verano
726749,deportivo,fiesta,turquesa,26,tacón,Nike,Otoño
620684,deportivo,fiesta,turquesa,26,tacón,Nike,Invierno
624196,deportivo,fiesta,turquesa,26,tacón,Prada,Primavera
743383,deportivo,fiesta,turquesa,26,tacón,Prada,Verano
945836,deportivo,fiesta,turquesa,26,tacón,Prada,Otoño
974743,deportivo,fiesta,turquesa,26,tacón,Prada,Invierno
592747,deportivo,fiesta,turquesa,26,tacón,Adidas,Primavera
371367,deportivo,fiesta,turquesa,26,tacón,Adidas,Verano
457073,deportivo,fiesta,turquesa,26,tacón,Adidas,Otoño
118178,deportivo,fiesta,turquesa,26,tacón,Adidas,Invierno
312375,deportivo,fiesta,turquesa,27,goma,Nike,Primavera
729163,deportivo,fiesta,turquesa,27,goma,Nike,Verano
175181,deportivo,fiesta,turquesa,27,goma,Nike,Otoño
701879,deportivo,fiesta,turquesa,27,goma,Nike,Invierno
